"id";"visualizaciones";"publicado";"user_id";"empresa_id";"categoria_id";"fecha";"titulo";"slug";"subtitulo";"cuerpo";"adjunto";"imagen";"created_at";"updated_at"
"31";"0";"1";"1";"3";"1";"2015-12-01";"Nuevo Boletín ""VÍA LIBERTARIA"" #6";"nuevo-boletin-via-libertaria-6";"El sector ferroviario, a día de hoy aglutina a miles de trabajadores de empresas contratistas, que desarrollan actividades ferroviarias, tan necesarias como rentables económicamente. La mayoría de estos trabajos se prestaban directamente por la empresa pública Renfe y desde el 2005 Adif. ";"La realidad laboral de los miles de trabajadores de las empresas contratistas, dista mucho de tener unos mínimos de dignidad; la inestabilidad, los bajos salarios, los despidos individuales y colectivos, la represión sindical contra las Organizaciones Sindicales más combativas etc son la tónica dominante de las condiciones laborales de los miles de ferroviarios subcontratados en la extensa maraña de  empresas.<br><br>Estas empresas se lucran con la propia actividad y además se reparten importantes dividendos con cada acuerdo de precarización o despidos. En el caso de Ferrovial– Servicios a Bordo, firmaban junto a CCOO y UGT un acuerdo de Despido Colectivo y rebajas salariales del 5,5%  en 2014.<br><br>Desde el Sector Federal Ferroviario de CGT, estamos convencidos que el recuperar las cargas de trabajo subcontratadas, con la internalización de todos los trabajadores, supone una apuesta por un ferrocarril público e integrado, además  de ser rentable económicamente y necesario socialmente, como estas licitaciones ponen de manifiesto . En ello estamos volcando nuestros medios y el camino para la reversión de la privatización no será fácil ni inmediato, pero sí cada vez más posible.<br><br>Hay motivos para apoyar la movilización: cuando la precariedad y la inestabilidad entra por la puerta de una empresa, se acaban rebajando las condiciones de toda la plantilla, y no al contrario. Todos nuestros afiliados, simpatizantes y delegados vamos a doblar esfuerzos para explicar en profundidad a la plantilla los preacuerdos en Renfe, y la marcha de la negociación en Adif. CGT está a disposición de todos los ferroviarios conscientes de la realidad y cansados de Organizaciones colaboracionistas al servicio de los ”mercados”.<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"32";"0";"1";"1";"3";"1";"2015-12-22";"Tercer programa de Rojo y Negro Lucha";"tercer-programa-de-rojo-y-negr";"Martes 22 de diciembre a las 21:00 horas, en Canal 33 de Madrid y en la web <a href=""http://rojoynegrotv.org/"">http://rojoynegrotv.org/</a>";"En el tercer programa de Rojo y Negro Lucha se incluyen reportajes de los siguientes conflictos:<br><br>- Amianto el genocidio “silencioso”, más de 150.000 muertes anuales<br>- Konecta: Despidos y precariedad laboral<br>- Medios Comunitarios, la importancia del “tercer sector”<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"33";"0";"1";"1";"3";"1";"2016-01-11";"RNtv nº 9: NO MÁS GUERRAS";"rntv-no-9-no-mas-guerras";"En el 9º programa de RojoyNegroTV-Debate hablamos de guerras y violencia, de los conflictos actuales y de nuestra participación en ellos y debatimos sobre sus causas y sus consecuencias.";"Participan en el programa:<br><br>· Ángel Bosqued (Secretario de Relacciones Internacionales CGT)<br>· Sara Ainhoa de Ceano-Vivas (Miembro de Rojava Azadi)<br>· Nara Cladera (Unión Sindical Solidaires)<br>· Luis González Reyes (Ecologistas en Acción)<br>· Emmanuel Rodríguez (Historiador y miembro de la Fundación de los Comunes y de Traficantes de sueños)<br><br>Presenta:<br>Jorge del Olmo - @SandokRN<br><br>Además, en este programa, Rut Garrido - @infoindieRG - acudió a la manifestación de Madrid contra la guerra (""No en nuestro nombre"") para recabar la opinión de los participantes, Ángela Beltrán nos trae el Briconsejo y terminaremos con las habituales secciones del Videomatón y nuestra agenda rojinegra.<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"34";"0";"1";"1";"3";"1";"2016-02-07";"EPA IV Trimestre 2015";"epa-iv-trimestre-2015";"Cuatro años de destrucción y de precarización integral de todo el empleo: esta ha sido la realidad de la legislatura del PP.";"En diciembre del 2011, cuando el PP comenzó la legislatura, es decir hace cuatro años, prometieron que sus políticas económicas bajarían el paro a la mitad en los cuatro años. La realidad a diciembre 2015 es que existen 58.800 ocupados menos en estos cuatro años.<br><br>La realidad del mercado laboral es muy dura para millones de personas. Se encuentra muy lejos del triunfalismo de un gobierno en funciones, cuyo único logro es ser miembros de un partido campeón de la corrupción y la impunidad.<br><br>Si bien en cuatro años el paro desciende en 507.000 personas y su tasa se sitúa en el 20,9% de la Población Activa, es decir casi 4,8 millones de personas, esto es debido a que en ese período la Población Activa (compuesta por ocupados y parados) ha bajado en 566.000 personas porque se han ido a la emigración o simplemente se han borrado. Si el paro solo ha descendido en 507.000 personas, quiere decirse que se han perdido 58.800 empleos netos.<br><br>Las políticas de activación de las personas desempleadas, se constituyeron sobre la Reforma Laboral de febrero del 2012, para activar el crecimiento económico. Este crecimiento se basa en variables simples y de indigna explotación: el abaratamiento de los salarios (se han devaluado un 12% desde el 2008); la intensificación del trabajo (horas de trabajo pagadas y mayor explotación); el empobrecimiento generalizado de la población y el incremento de la desigualdad.<br><br>En el 2012 con la entrada en vigor de la Reforma Laboral se destruyeron 813.000 empleos. En el 2013 la destrucción ascendió a 204.200 empleos. Total destruido = 1.017.800 empleos.<br><br>En el 2014 y 2015 se crearon 959.000 empleos en total, y éstos de una calidad ínfima, precarios y sin derechos. El resultado es 58.800 empleos netos menos.<br><br>El tipo de empleo creado es precario y fundamentalmente temporal: el 92% de todos los contratos realizados son temporales, situándose la tasa de temporalidad en el 25,66%. Y el paro más cruel, doloroso y sin expectativas de futuro alguno, es decir el paro de larga duración y el juvenil, no sólo no mejora respecto a diciembre 2011, sino que ha empeorado.<br><br>En el 2011 había 1.431.000 personas paradas más de 2 años, pues bien en el 2015 éstas ascienden a 2.100.000 personas. Al igual que los parados y paradas de más de 1 año, si en el 2011 ascendían a 761.400 personas en el 2015 éstas eran ya de 1.212.000 personas. Y la tasa de desempleo juvenil se sitúa en el 46,24% y si nos fijamos en el tramo de edad de 16 a 19 años, esta asciende al 66,6%.<br><br>¿Cómo se puede seguir llamando a “esto” democracia, cuando nos encontramos en la más pura “dictadura del mercado” y encima se felicitan por los resultados?  <br>CGT insistimos, no puede haber soluciones para la mayoría de la población, si no nos movilizamos y si no ocupamos las calles nuevamente.   <br><br>Madrid, 4 de febrero de 201<br>SECRETARIADO PERMANENTE <br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"35";"0";"1";"1";"3";"1";"2016-02-14";"CORRESCALES 2016";"correscales-2016";"La marea azul se pondrá en marcha, de Bilbao a Barcelona, para visibilizar la dignidad de luchar contra la precariedad, reivindicando unas condiciones dignas y justas de trabajo.";"La Marea Azul lanza la campaña del Correscales, una carrera que debe permitir visibilizar las reivindicaciones laborales y recoger 100.000 euros para poder devolver la deuda de la caja de resistencia y construir un fondo cooperativo para otras luchas.<br><br>No será una carrera de relevos convencional, sino un recorrido de 800 kilómetros, desde Bilbao hasta Barcelona, &#8203;&#8203;durante 80 días y con más de 80 corredores. Por etapas, pero sin descanso, el Correscales recoge el testigo de la huelga protagonizada por técnicos y técnicas de Movistar, subcontratadas y autónomas antes del verano con el objetivo de reivindicar la lucha y presionar las empresas, pagar las deudas adquiridas para sostener la huelga y construir un fondo cooperativo para luchas y sectores precarizados.<br><br>La llamada Marea Azul lanzó el día 23 de Diciembre una campaña para difundir un “trayecto de dignidad contra la precariedad” entre el 18 y el 22 de febrero e impulsa un micromecenazgo a través de Goteo, en el que se pueden comprar kilómetros individual o colectivamente para hacer una aportación solidaria. También invitan a todos a correr a su lado.<br><br>Hace tiempo que los técnicos y las técnicas de Movistar corren un maratón laboral en condiciones adversas, y bien agotadas. A principios del mes de abril, extendieron una huelga indefinida en todo el Estado. Era la primera vez que contratas, subcontratas y autónomas tejían una alianza para una misma lucha; una huelga histórica. Las condiciones lo exigían: gradualmente, la multinacional Telefónica ha sustituido la plantilla fija por personas subcontratadas o falsas autónomas, que sufren jornadas laborales de doce horas y siete días a la semana por menos de 800 euros al mes.<br><br>Tras dos ocupaciones de la tienda de la empresa en el centro de Barcelona, &#8203;&#8203;una intensa movilización en la calle, el apoyo de más de 100 entidades a la huelga y el Compromiso de las escaleras firmado por decenas de cargos electos. Uno de los portavoces, lamenta que las reivindicaciones no se hayan cumplido. El 30 de mayo, sin unanimidad, se abandonó la tienda a cambio de sentarse en la mesa de negociación con las empresas, pero Telefónica se asignó el rol de mediadora, en vez de aparecer como parte del conflicto. Después de dos reuniones, la multinacional presidida por César Alierta, abandonó la mesa de negociación y las integrantes del comité de huelga denunciaron la “nula voluntad de solucionar el conflicto”.<br><br>Desde entonces, las contratas y subcontratas han despedido 60 personas, la gran mayoría huelguistas de Elecnor, Comfica, Abentel y Iete. De hecho, con el Correscales, también quieren denunciar la represión sufrida y exigir la readmisión de las personas despedidas. Al mismo tiempo, denuncian que, después de un período de seis meses de negociaciones entre los sindicatos mayoritarios, las empresas y Movistar, “no son capaces de firmar mejoras para las trabajadoras”.<br><br>De momento, sólo se ha conseguido eliminar las sanciones que la empresa imponía a las trabajadoras por “no desarrollar correctamente sus funciones” y un aumento de los puntos para tareas de los autónomos (precio por tipo de trabajo desarrollado).<br><br>Los sindicatos mayoritarios desconvocaron la huelga el 5 de mayo con el compromiso de desarrollar una mesa paritaria de negociación y se encuentra en la recta final y podría hacer público un acuerdo mañana mismo, muy alejado de lo que reivindican las trabajadoras que sostuvieron la huelga durante más de 75 días.<br><br>Los kilómetros que van a recorrer van más allá de las condiciones de los técnicos de Movistar: “Quieren denunciar la precariedad laboral y social, que afecta a muchos otros colectivos”. La intención es crear una caja de resistencia común para cualquier otro conflicto. El Correscales pasará por ciudades y pueblos donde se desarrollan otras luchas con las que quieren tejer alianzas. Uno de los pueblos es Artieda, en el Pirineo aragonés, donde ocho personas están imputadas para luchar contra el pantano de Yesa y oponer resistencia a las expropiaciones. Además, durante el recorrido, también se organizarán charlas y actos reivindicativos. Hasta ahora, ya se ha contactado con varias organizaciones y sindicatos.<br><br>Para conseguir llegar al objetivo de los 100.000 euros, varios colectivos ya han hecho aportaciones solidarias, como la Asamblea de Docentes de las Islas Baleares, conocida como Marea Verde, o la cooperativa de Construcciones del Barcelona, &#8203;&#8203;con más de treinta años de historia. Los próximos días, otros colectivos, sindicatos y organizaciones políticas harán públicas sus aportaciones, que han de hacer posible el Correscales; el tercero micromecenazgo más grande en Cataluña y el quinto en todo el Estado.";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"36";"0";"1";"1";"3";"1";"2016-02-23";"CGT DENUNCIA EL EXPOLIO DE LO PÚBLICO";"cgt-denuncia-el-expolio-de-lo-";"Cada servicio privatizado es más deuda y menos derechos. CGT anuncia una primavera caliente en lo público.";"Coincidiendo con el aniversario del intento de expolio a la democracia, este 23F representantes de empresas públicas (Sanidad Madrid, TRAGSA, Correos, Aena, RTVE, Telemadrid, Sector Ferroviario, Tragsatec, INDRA, ENAIRE…) y el Sector Bancario en manos del Estado, entre otros, se han reunido para denunciar el expolio social a la ciudadanía que representa el trasvase a manos privadas de servicios básicos públicos.<br><br>Bajo el manto de una ideología neoliberal, durante estos 35 años -y al amparo de todos los gobiernos- se ha expropiado (a precios ridículos) a la ciudadanía lo que era suyo, privándola de servicios esenciales. La corrupción sistemática, que vemos todos los días en los juzgados, no es ajena a este expolio. <br><br>CGT -que celebra un Congreso Extraordinario el próximo mes de abril para acordar estrategias de cara a la recuperación de lo público- ha acordado este 23F unir esfuerzos en empresas y sectores públicos de cara a explicar a la ciudadanía que cada servicio privatizado es una precarización más y un servicio menos que se le presta. También se pretende movilizar a la sociedad civil y a las plantillas de las empresas públicas de cara a una primavera caliente.<br><br>Participantes en la reunión han expuesto la problemática dentro de sus centros de trabajo, coincidiendo en que el guión neoliberal ha sido siempre el mismo: desprestigiar lo público, reducir plantillas, externalizar cargas de trabajo hasta poner en marcha -gracias a las reformas laboralesunos ERE brutales que han destruido miles de empleos públicos. CGT resalta también la continua precarización de las condiciones laborales (con categorías que en muchos casos cobran salarios de hambre), la multiplicación de la temporalidad, las cargas de trabajo difícilmente asumibles, así como el aumento desmesurado de los expedientes disciplinarios y el acoso laboral. En definitiva, más precarización igual a menos trabajo digno.<br><br>CGT entiende que en esta defensa es necesaria la coordinación con otras organizaciones y grupos sociales que defienden también lo público, así como una pedagogía social que desmonte las continuas campañas mediáticas a favor de los lobbies que, con una voracidad insaciable, quieren desmontar lo que queda de nuestros servicios y empleos públicos.<br><br>NO SOBRAN EMPLEOS, FALTAN SERVICIOS.<br>POR LA DEFENSA DE LAS CONDICIONES LABORALES Y SOCIALES DE TODAS.<br>LO PÚBLICO ES DE TODAS: DEFIÉNDELO.<br><br>Madrid, 23 de febrero de 2016<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"37";"0";"1";"1";"3";"1";"2016-03-09";"REVISTA - El tren público y social en la encrucijada";"revista-el-tren-publico-y-soci";"En estos veinte años, CGT, Ecologistas en Acción y Baladre, hemos sacado juntas diferentes herramientas de lucha en formato libro, folletos y revista. Poner en vuestras manos esta nueva revista es fruto de años de relaciones y enredos diferentes.";"Desde aquel Movimiento Anti-Maastricht que parimos con otras en 1995, pasando por los Tintos de Verano durante diez ediciones, a la recién estrenada Escuela de Movimientos Sociales Ramón F. Duran.<br><br>El tema central de esta revista es la política ferroviaria, y por extrapolación la política de transportes, que tenemos actualmente y que nos gustaría transformar. Un asunto que paradójicamente, y a pesar de su trascendencia y de la gran cantidad de fondos públicos que acapara, apenas tiene hueco en el debate social y político, y en las reflexiones acerca de su transformación.<br><br>Introducción de la revista<br><br>El tren convencional se encuentra en un situación crítica, en un punto todavía reversible pero acercándose -y lleva ya muchos años- a un punto que puede llegar a ser de no retorno. El deterioro y desmantelamiento de las líneas y servicios de trenes convencionales de media y larga distancia, como resultado del nulo interés político y el abandono institucional, es un proceso que lleva ya tres décadas gestándose públicamente y sin disimulo alguno.<br><br>Pero el estallido económico-financiero de 2008 no solo arrampla con el sector inmobiliario y la euforia vinculada al ladrillo, sino que resquebraja también el mito del AVE; y con ello el pilar sobre el que descansaba toda la política ferroviaria de desmantelamiento del tren convencional. Los miles de millones de euros invertidos en líneas sin ocupación y estaciones vacías, poco a poco han ido filtrándose como un goteo incesante en un mar sucio de corrupción y deuda ilegítima; motivado no solo por las malas decisiones técnicas en materia de transporte, sino principalmente por la corrupción y la especulación vinculada a muchos de esos kilómetros construidos.<br><br>Aun así el mito del AVE sigue vigente, y todavía se mantiene el interés por terminar de construir cientos de kilómetros, a la par que se sigue por la senda de abandono del tren convencional. Son tantos los intereses ligados a esta enorme maquinaria para expoliar el erario público, que pocas voces políticas se atreven a cuestionarlo y poner en duda que todos esos miles de millones de euros estarían mucho mejor invertidos en formar a nuestros jóvenes, cuidar a nuestros enfermos o ayudar a las víctimas más desfavorecidas por el desigual e injusto impacto de la crisis económica.<br><br>A pesar de esto, el cuestionamiento de un modelo de transporte injusto socialmente, y que solo beneficia a unos pocos, tiene cada vez un mayor calado social. Un comienzo esperanzador, que esperamos desemboque en un proceso amplio y mayoritario para defender y sostener un modelo de transporte -y ferroviario- más justo y accesible socialmente, en el escenario de colapso y crisis que está por venir.<br><br>Con esta revista, editada conjuntamente por Ecologistas en Acción, CGT y Baladre, pretendemos por tanto situar la realidad del modelo ferroviario español y la encrucijada en la que se encuentra: por un lado, un tren convencional exhausto por 20 años de deliberadas e interesadas decisiones políticas; y por el otro el AVE, un tren elitista, cada vez socialmente más cuestionado, causa de un gran endeudamiento público, con pocos viajeros y de muy poca utilidad cómo alternativa futura a los retos que tendrá que afrontar el ser humano (agotamiento de combustibles fósiles, desigualdades sociales crecientes y cambio climático).<br><br>Para elaborarla hemos pedido a varias personas, expertas y conocedoras de diferentes ámbitos relacionados con la política ferroviaria y de transporte que nos contaran aspectos que veíamos especialmente relevantes para conocer el punto en el que se encuentra el tren, las causas que lo han traído hasta aquí y el papel que podría jugar en los escenarios futuros; así como como relatos de personas conocedoras y partícipes de luchas sociales por conseguir un modelo de transporte más justo y útil socialmente, para servir de aprendizaje en la articulación presente y futura de nuevas luchas.<br><br>Por esta razón, los artículos no están colocados al azar, sino que siguen un orden premeditado y más o menos lógico. En primer lugar Pilar Vega describe el desarrollo del tren durante el siglo XX, exponiendo las causas subyacentes al modelo y ordenación territorial que fuerzan el declive del tren convencional frente a los otros medios y modos de transporte, para para satisfacer así las necesidades del gran capital.<br><br>Un artículo con un fuerte componente teórico, al que prosigue uno de Paco Segura, en el que con números cargados de contenido, fechas y euros contantes, se expone con toda claridad el enorme desequilibrio de las inversiones realizadas en AVE frente al tren convencional, llevadas a cabo por los planes de transporte de los últimos gobiernos españoles. Paco a su vez nos desvela también cómo los papeles de Bárcenas eran en realidad uno de los principales armazones de los que se revestía políticamente el mito del AVE.<br><br>Volviendo otra vez al plano teórico, José Manuel Naredo profundiza en las raíces oligopólicas del modelo económico español, caracterizado por su fuerte dependencia a la construcción de megainfraestructuras como único método para expoliar rápida y sin una gran complejidad creativa grandes cantidades de dinero público.<br><br>A continuación damos pie a un artículo de Esteban Guijarro en el que pone en tela de juicio el principal dogma neoliberal que lleva padeciendo el sistema ferroviario español: el de su privatización como forma de ganar eficacia y eficiencia. Un fenómeno que no es aislado, sino que se reproduce cíclicamente en la historia del ferrocarril con resultados siempre desastrosos para la sociedad en la que tiene lugar.<br><br>A continuación pasamos a un segundo bloque compuesto por tres artículos. Uno primero de Elena Díaz en el que se expone de forma clara y esquemática todas las ventajas sociales, ambientales y económicas del tren convencional frente al AVE. Uno segundo en el que la sección ferroviaria de la CGT explica los requisitos para lograr un verdadero modelo de tren público y social.<br><br>Y por último uno de Mariano González, que argumenta la potencialidad de disponer y mantener una buena red de tren convencional para enfrentar lo mejor posible los escenarios de agotamiento de los combustibles fósiles e impacto del calentamiento global, procesos ambos ya en ciernes.<br><br>El último bloque lo dedicamos a exponer algunas luchas sociales exitosas, pasadas y presentes, por lograr un mejor transporte y más accesible económicamente. Empezando por José Luis Ordoñez, que nos sitúa en el contexto de declive de los trenes nocturnos, no solo en España sino también en Europa, y cómo esto ha dado paso a la creación de una plataforma europea para reivindicar la vuelta de estos servicios y evitar que se produzcan más cierres.<br><br>Y terminando con un artículo en el que distintas personas de Baladre nos hacen un recorrido histórico, desde las luchas por lograr un abono social gratuito en Gasteiz en los años 80 al movimiento del Passe Livre en Brasil de la última década, para terminar con las experiencias de plataformas todavía vigentes en Madrid y Barcelona. Experiencias cuyo objetivo es servir de aprendizaje para la articulación de nuevas luchas en defensa de un modelo de transporte público, accesible y social, en el que sin lugar a dudas el tren convencional tendrá un papel crucial.<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"38";"0";"1";"1";"3";"1";"2016-03-11";"RNtv 12 - Reformas laborales y (des) regularización del Mercado de Trabajo";"rntv-12-reformas-laborales-y-d";"En el programa número 12 de RN-Debate hablamos sobre la reforma laboral y la (des)regularización del mercado de trabajo.";"Participan en el programa de hoy:<br><br>Jose Antonio García Rubio, secretario de economía y de trabajo de IU<br>Desiderio Martín, miembro del comité de empresa de Gas Natural<br>Raul Peña, miembro de Podemos de la Comunidad de Madrid<br>Raul Maillo, abogado de CGT<br><br>Presenta: Jorge del Olmo @SandokRN";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"39";"0";"1";"1";"3";"1";"2016-04-05";"Objeción Fiscal 2016";"objecion-fiscal-2016";"Implacable en su presión fiscal, El Estado no cesa de pedirnos: IRPF, IVA, impuestos indirectos, tasas...";"<br><br>No con nuestro dinero<br><br>Implacable en su presión fiscal, El Estado no cesa de pedirnos: IRPF, IVA, impuestos indirectos, tasas...  Y en este tiempo de tremendos recortes en gasto social, de pérdida de derechos y de la mayoría de nuestras conquistas, de desmantelamiento de lo público, cuando el parco estado del bienestar que aún disfrutábamos se tambalea, observamos con vergüenza cómo, año tras año, se renuevan enormes inversiones en el más estéril de los gastos: el Gasto Militar.  <br><br>La Administración se queda, ejercicio tras ejercicio, con cientos de euros de cada contribuyente. ¿Para qué? Para comprar armamento (¿contra quién se usará?), para absurdas intervenciones militares en el exterior (los nuevos modos del colonialismo “humanitario”), para sostener el complejo de la inútil investigación militar...<br><br>Hacer Objeción Fiscal<br><br>Frente a este despropósito, la ciudadanía tiene un arma: la Objeción Fiscal.<br><br>La Objeción Fiscal que no es otra cosa que nuestra negativa a colaborar con el Estado en los gastos de preparación de guerras y en el mantenimiento de la estructura militar, desobedeciendo activamente en el momento de realizar la declaración de la renta (IRPF). Consiste, técnicamente,  en aprovechar la declaración del IRPF para desviar una parte de la totalidad de nuestros impuestos a un proyecto que trabaje en la defensa de un progreso social solidario.<br><br>¿Cómo se hace?<br><br>La declaración del IRPF supone una magnífica oportunidad de recuperar este dinero y destinarlo a un fin justo. Cualquier persona, tenga o no ingresos, tenga o no nómina, esté o no dada de alta, puede hacer la declaración de Hacienda y reclamar este dinero al Estado para desviarlo a un proyecto alternativo por la Paz. Puede salir a pagar, a devolver o de cuota cero... En todos los casos es posible objetar. Si la declaración es recibida ya hecha o se confecciona con un programa informático, siempre es posible copiar manualmente los datos a un impreso en papel –añadiendo la objeción– y presentarla en Hacienda o en el banco.<br><br>Dos maneras concretas de hacerla:<br><br>Cuota fija: teniendo en cuenta que el Estado ha destinado este último año la cantidad de 890,87€/persona, para gastos militares, se establece una cuota orientativa para objetar de 84€. Teniendo en cuenta que es orientativa y que la persona que objeta decidirá si la cantidad es mayor o menor.<br><br>Cuota abierta: puesto que la administración dispone de tantos medios para recaudar nuestro dinero, resulta complicado determinar la cantidad exacta que nos cobran a lo largo de todo un año. Sin embargo, la Objeción Fiscal es, ante todo, una acción pública y colectiva de denuncia al militarismo y una interpelación a la sociedad. Es mucho más importante el hecho de objetar que la cantidad objetada y, por ello, cualquier cantidad (por pequeña que pueda ser) es válida.<br><br>En ambos casos la mecánica es muy fácil:<br><br>    Hacer la declaración de la renta hasta llegar al apartado de “Retenciones y demás pagos a cuenta”. Tachar uno de los subapartados no utilizado y escribir encima: “Por Objeción Fiscal al Gasto Militar”. En la casilla, añadir, la cantidad a objetar (la cuota fija o cualquier cuota abierta decidida).<br>    Terminar normalmente el resto de la declaración, sin olvidar que el “Resultado de la declaración” tiene que verse disminuido -si es “a pagar”- en una cantidad igual a la cantidad objetada o que la cantidad a devolver -si es “a devolver”- tiene que verse aumentada también en dicha cantidad.<br><br>Recuerda:<br><br>La declaración  puede salir a pagar, a devolver o de cuota cero. Siempre es posible declararse persona objetora y reclamar el dinero de los impuestos destinado al gasto militar y desviarlo a un proyecto alternativo por la PAZ.<br><br>Es posible utilizar el programa P.A.D.R.E., la página web de Hacienda, los servicios de una gestoría o la cita previa para hacer los cálculos generales de la declaración, pero sin entregarla. Después se trasladan los números manualmente a un impreso, se calcula la objeción y, ahora sí, se entrega a Hacienda o se presenta en el banco.<br><br>Para las dos opciones:<br><br>Acabada la declaración, se ingresa la cantidad de la objeción fiscal al gasto militar en el proyecto alternativo elegido. Es necesario solicitar que en el concepto del recibo requerido al banco al realizar el ingreso alternativo aparezca “Objeción Fiscal al Gasto Militar”.<br><br>No olvidar adjuntar a la declaración el justificante del ingreso.<br><br>La Objeción Fiscal al Gasto Militar es una herramienta humilde pero eficaz, permite evitar que parte de nuestra riqueza se destine a fines criminales y, a la vez, denunciar la financiación del militarismo y poder dedicar algo de nuestro dinero a fines socialmente útiles y transformadores.<br><br> <br><br>Nuestros destinos Alternativos<br><br>Radio Pimienta<br><br>Lo esencial es invisible a los ojos...y nos sobran los sentidos. Llevamos una década afinando los oídos y las voces para que las manos sigan construyendo la utopía, esa que no sólo nos ayuda a caminar, sino la que tocamos con la punta de los dedos.<br><br>10 años de no sentirnos solas. De hacer comunidad con la radio como excusa. De luchar contra los gigantes de sus medios de manipulación, contra la represión de las de abajo.<br><br>10 años de voces diferentes, de voces calladas, de voces bajitas, de voces roncas y arrancadas, de tu voz y la mía, de nuestros gritos censurados y nuestros silencios ensordecedores.<br><br>10 años demostrando que es posible y necesario, que sabemos y tenemos mucho que decir, que no delegamos nuestras vidas sino que queremos gestionarlas.<br><br>10 años empoderándonos desde abajo y entre todas. Sin líderes, ni jefes ni autoridades. Desprofesionalizando la comunicación y haciendo de los micros palabras en primera persona.<br><br>10 años de radio Social y Comunitaria picante y encarnada que aún sigue revolucionado las Ondas. Gracias por hacerla posible, ¡¡Por mil años más!!<br><br>CIF Asociación Sociocultural ""Mojo Picón de Canarias"": G38941456<br>Cuenta de ingreso: ES1130760100752281431623<br><br>EnConTrasTe<br><br>Ubicado en Málaga, el Punto de Información y Denuncia Social EnConTrasTe.<br><br>(En Palma Palmilla Con las vecinas Tras la justicia social Te acompañamos) nace en 2006 bajo la reflexión de buscar un espacio que sirviera para tejer relaciones en nuestro barrio Palma-Palmilla, el cual desde su construcción fue condenado a la exclusión social por el Ayuntamiento de Málaga y la estructura social capitalista patriarcal.<br><br>En todo este tiempo nuestra lógica ha sido siempre la de romper junto con otras los marcos represivos de la criminalización de la pobreza, especialmente ejercida por los Servicios Sociales. A través de la presión social, hemos conseguido algunas mejoras para las condiciones de vida de las gentes del barrio como son el ensanchamiento de un puente o la apertura de un centro social.<br><br>En la actualidad apoyamos al comedor social autogestionado ""Er Banco Gueno"" que da de comer a más de 400 personas por día, participamos en La Huerta Dignidad de gestión comunitaria, y hemos lanzado una campaña que se llama Vivir Dignamente en Málaga denunciando entre otras cosas la pobreza energética de la ciudad.<br><br>CIF  ZAMBRA: G-92037985<br>Cuenta de ingreso: ES98 1550 0001 2100 0240 8722<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"40";"0";"1";"1";"3";"1";"2016-04-07";"CGT SE MANTIENE COMO ACUSACIÓN POPULAR EN EL CASO BANKIA";"cgt-se-mantiene-como-acusacion";"Tras la retirada de UPyD como acusación popular en el procedimiento contra BANKIA y sus directivos, en el que el juez de la Audiencia Nacional Fernando Andreu, nos obligaba a comparecer bajo la dirección letrada y representación del referido partido político...";"Tras la retirada de UPyD como acusación popular en el procedimiento contra BANKIA y sus directivos, en el que el juez de la Audiencia Nacional Fernando Andreu, nos obligaba a comparecer bajo la dirección letrada y representación del referido partido político, finalmente se ha aceptado que la Confederación General del Trabajo (CGT) pueda actuar como acusación popular en esta causa, bajo representación y dirección letrada propia, que será asumida por el letrado del gabinete jurídico confederal Raúl Maíllo.<br><br>CGT tiene representación e implantación en las entidades donde se han producido los hechos objeto del procedimiento, siendo las personas trabajadoras de dichas entidades, perjudicadas en un doble sentido, como empleados y empleadas que sufrieron las consecuencias de la reestructuración del sector con múltiples despidos y bajo duras condiciones, y como ciudadanos y ciudadanas, que forman parte de la sociedad que, por parte de una minoría, ha sido objeto de conductas carentes de toda ética, antisociales y delictivas hacia el resto una sociedad que reclama, cuanto menos, un resarcimiento de todo el daño causado.<br><br>Tras la aportación de la exorbitada fianza impuesta por el magistrado de la Audiencia Nacional y la retirada de la acusación popular de UPyD, termina ahora la lucha por la exigencia de nuestro derecho para comparecer en la causa y comienza el ejercicio real de la acción penal, por nosotros mismos con nuestros medios, como CGT, al objeto de exigir que de algún modo se repare el daño causado, que los responsables no eludan la acción penal y que se desenmascare a quienes han llevado a que toda la sociedad haya pagado colectivamente las deudas generadas por sectores minoritarios, además de defender los derechos de las y los trabajadores que fueron despedidos en una salvaje reestructuración del sector financiero.<br>";"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
"41";"0";"1";"1";"3";"1";"2016-05-03";"1º DE MAYO";"1o-de-mayo";"Intervención del secretario general de CGT al finalizar la manifestación del 1º de mayo en Madrid.";;"NULL";"NULL";"2024-07-11 10:08:38";"2024-07-11 10:08:38"
