id;visualizaciones;descargas;publicado;user_id;numero;empresa_id;categoria_id;fecha;titulo;subtitulo;cuerpo;pdf;imagen;adjunto;created_at;updated_at
382;34;0;1;1;70.19;2;;22/07/2019;EL EMPLEO QUE NO VIENE ;;"La definición de negociación implica, al menos, que una de las partes intente verdaderamente abrir el debate con la otra parte con miras a resolver la controversia si ésta se produjera.

Dicho lo anterior, en la mañana de hoy, durante la reunión de la Comisión “negociadora”, mejor denegadora, todas las partes hemos asistido (que son más de dos) a un teatrillo o puesta en escena en la que la más alta instancia de Renfe expresa que nos proponen un acuerdo sobre lo que les han dado desde las diferentes instancias políticas “en funciones”. Aseverando que esto es lo que hay y que se llevará a efecto de manera unilateral (ya tienen experiencia en esto) con o sin acuerdo. Hasta aquí, resulta normal el papel de la empresa, pero lo que roza la anormalidad es la postura de las otras partes, las sindicales, que han ido desde el palmeo más vergonzante al interés único por salir en la foto, aunque sea de perfil.

La pretensión final no era otra que la de DAR UNA Y OTRA VEZ una falsa idea de negociación y por ende, de logros sindicales para que ingresen en la empresa los que decidan en los despachos de los políticos de turno con la complicidad de una Dirección a la que solo les preocupa mantener su poder, principalmente el económico.

La última ocurrencia es embutir a militares en la empresa a través de una oferta de empleo exclusiva para ellos. Mientras, los trabajadores del sector ferroviario en situaciones parecidas: contratas, empresas compartidas o 100% Renfe que accedan como el resto de los mortales en competencia de méritos, capacidad y demás cuestiones inherentes al empleo público. 

Lo sobresaliente es que para esta ocurrencia, no se cortan, afirman que tienen que estudiar detenidamente el perfil más adecuado para las bases de la OEP (el magín puesto al servicio de la imposición militar para vestir de legalidad a lo que genera discriminación).

CGT ha planteado una serie de movilizaciones con paros durante el verano, porque entendemos que lo que hace la empresa ES INSUFICIENTE y no somos capaces de forzar una verdadera negociación con la consiguiente presión desde TODO EL CGE, aunque algún sindicato (no de clase) se permita el lujo de dar lecciones al resto sobre elecciones sindicales y algunas cuestiones más, con la complicidad también de los sindicatos de clase de toda la vida.

POR EL EMPLEO Y TU FUTURO, MOVILIZATE CON CGT

¡No lo dudes!, el 31 de julio tienes la primera cita para reivindicar lo que es tuyo.
";COM 70. 22.07.19 RENFE. El empleo que no viene.pdf;;;22/07/2019 00:00;22/07/2019 00:00
383;61;0;1;1;71.19;1;;25/07/2019;OEP2019: CGT APUESTA POR LA TRANSPARENCIA Y LA IGUALDAD;;"En la reunión de ayer de la Comisión Negociadora del Convenio se puso término a la valoración y se ratificaron los borradores de las convocatorias de las futuras Ofertas de Empleo de este año 2019. 

Finalmente, tras días de reuniones, se ha llegado a un acuerdo entre la Dirección de la Empresa y los Sindicatos presentes en esta Comisión para aplicar un sistema de cálculo de méritos similar al de la anterior Oferta de Empleo que cumple con las expectativas y demandas de la inmensa mayoría de los “relevistas” y “reservistas”.

Además del tema de los “méritos” se han acordado las siguientes cuestiones:

&#61656;	El pago de una única tasa para los que se presenten a las plazas de Montador eléctrico, Oficial Celador, Oficial de subestaciones y Telemando, C.T. de Gestión y C.T, de jurídico.
&#61656;	Inclusión del Grado en Derecho para puestos de C.T. de Gestión y este mismo grado mas Máster nivel 3 MECES por asimilación con el año anterior.
&#61656;	Todas las pruebas serán simultáneas sin que sean coincidentes con otras convocatorias de esta OEP.
&#61656;	Eliminar el curso de CAF.
&#61656;	Entrega a la Representación Sindical las plazas antes de la adjudicación.
&#61656;	Eliminación de los contratos de obra o servicio que figuraban en la “bolsa de trabajo para futuras contrataciones”

A pesar de estos avances y mejoras, CGT no ha ratificado las bases de estas convocatorias puesto que no han sido recogidas algunas de nuestras alegaciones que entendemos son también muy importantes: 

&#61656;	Insuficiente número de plazas para personal operativo. Se ha dado especial importancia a las plazas de CT y Técnicos en detrimento de plazas de Circulación, Infraestructura, Factores de entrada, Servicios Logísticos, Administrativos, etc., que nos llevan a un desmantelamiento de los servicios que componen el grueso de la empresa.
&#61656;	Participación en el Tribunal de Evaluación y Comisiones de Exámenes. Al igual que en años anteriores, hemos vuelto a demandar que estén compuestos por al menos 1 miembro de cada uno de los sindicatos presentes en el CGE. Cuestión que se nos ha negado otra vez.
Lo creemos necesario para velar por la transparencia del proceso, para no cometer errores del pasado que hagan perder credibilidad y para velar y defender aquellos problemas que surgirán inevitablemente durante el proceso.
&#61656;	Protección a la maternidad. Aspirantes en situación de embarazo de riesgo o parto. Demandamos extender toda referencia a la protección de la maternidad del anexo VII de las bases a la duración del “curso de capacitación y habilitación profesional correspondiente”. 
En anteriores convocatorias hemos sufrido y visto como a alguna compañera le otorgaban unos míseros días para dar a luz y volver al centro de formación para seguir con la formación.

Pese a todo desde CGT velaremos por el estricto cumplimiento de la convocatoria y como bien sabéis, aquí estamos  para recoger todas vuestras consultas, dudas, preguntas, alegaciones… que os puedan surgir, ya sea contactando a través de nuestra página www.comoserferroviario.com, de nuestro correo sff-cgt@cgt.es o en el teléfono 91 506 62 87.

No queremos terminar este comunicado sin recordaros que en nuestra plataforma de estudio www.comoserferroviario.es ya se encuentra abierta la inscripción para los cursos preparatorios de esta oferta de empleo.
 
CGT, HONESTIDAD, TRANSPARENCIA Y LUCHA CONSTANTE
";COM 71. 25.07.19 ADIF. OPE 2019. CGT APUESTA POR LA TRANSPARENCIA.pdf;;;25/07/2019 00:00;25/07/2019 00:00
384;32;0;1;1;72.19;1;;29/07/2019;¡ADIF SIGUE SIN RESPETAR LOS ACUERDOS! ;CGT RESPONDERÁ CON CONTUNDENCIA;"El Consejo de Ministros ha autorizado una licitación por valor de más de 95 Mill. de Euros mediante un contrato que incluye el mantenimiento preventivo y correctivo de las instalaciones de seguridad, así como actuaciones de mejora y el suministro de material de repuesto.

El 21 de mayo de este año, se celebró una reunión entre el CGE y la Empresa motivada por la inquietud generada entre l@s trabajadores/as de infraestructura y compartida por CGT, por las noticias conocidas en ese momento de posibles externalizaciones en Infraestructura y un nuevo modelo de mantenimiento.

La citada reunión finalizó con acuerdo entre las partes, al comprometerse la empresa entre otras cuestiones, a la Internalización de cargas de trabajo y la finalización de contratos con Empresas privadas y a la Información y negociación con el CGE de cualquier posible modificación del modelo de mantenimiento de infraestructura.

Es evidente que este anuncio de licitación supone una nueva vulneración de lo acordado en el citado acuerdo, esta licitación supone una clara apuesta por el abandono del mantenimiento de las instalaciones de Infraestructura por parte del personal de Adif, contraria al espíritu del acuerdo para continuar recuperando el empleo dentro de la empresa y el futuro de la misma, así como el de tod@s sus trabajadores/as.

Una vez conocida la notica, CGT se ha dirigido por carta (Adjunta) a la presidenta exigiendo la retirada inmediata de la licitación referenciada y la vuelta al seno de la negociación y no de la imposición. Así mismo, también nos hemos dirigido a la presidenta del CGE y Secretarios Generales de las organizaciones sindicales que componen el CGE solicitando una reunión extraordinaria del mismo para conseguir una respuesta clara y contundente a esta nueva decisión de continuar con el desmantelamiento y la privatización de la empresa.

En la reunión del CGE celebrada de manera inmediata, se acordó solicitar a la Presidenta de ADIF que convoque urgentemente a este CGE para que nos detalle los términos de este acuerdo y las previsiones del futuro más inmediato, que se prevén muy lesivos y contarios, en materia de empleo, a lo acordado en el II Convenio colectivo.

En su momento CGT ya tomó, en solitario, acuerdos para responder mediante paros cualquier intento de cambio del Modelo de Mantenimiento por parte de la empresa, cosa que va a suceder si no se adoptan las medidas oportunas. Ahora parece que la actitud del resto de organizaciones sindicales es la de aunar esfuerzos para la defensa de esta nueva agresión.

Desde CGT adelantamos que, si no se produjera la necesaria y deseada unidad sindical, volveremos a movilizarnos en solitario y de manera inmediata.

CGT, HONESTIDAD, TRANSPARENCIA Y LUCHA CONSTANTE
";COM 72. 29.07.19 ADIF. ADIF SIGUE SIN CUMPLIR LOS ACUERDOS..pdf;;CARTA PRESIDENTA DE ADIF.png;29/07/2019 00:00;29/07/2019 00:00
385;90;0;1;1;73.19;2;;29/07/2019;SI NO QUIERES SUS 17´, APOYA LA HUELGA.;;"No existe otra alternativa para conseguir el derecho que ya disfrutan en ADIF. O apoyamos tod@s y vamos a la huelga, o nos quedaremos con la imposición de sus 17´.

Así es y así lo decimos desde CGT, que nadie piense o tenga alguna esperanza, sobre que la reducción de Jornada de las 37,5 h nos la vayan a dar en los Juzgados, pues con total seguridad, el fallo del tribunal nos remitirá a todas las partes para “NEGOCIAR” nuevamente. Así lo dice la ley en cuanto a la forma de aplicarla.

Con las decisiones impuestas por la Dirección de RENFE de manera terca y contumaz, no nos han dejado otra alternativa a l@s trabajadores/as que no sea ejercer nuestro derecho fundamental a las HUELGAS para conseguir lo que nos corresponde.

Dicen que las comparaciones son odiosas, sin embargo, no podemos dejar de compararnos con nuestr@s compañer@s en ADIF, que disfrutan de una reducción de la jornada desde el 13-06-2019, y cuyo resultado ha sido la disminución en 10 días de jornada anuales a tod@s l@s trabajadores/as, independientemente del servicio en el que trabajen. Paralelamente, se siguen negociando y llegando a acuerdos con la Dirección de ADIF en cuanto al aumento de Plantilla y otras cuestiones de gran repercusión para la plantilla. 

En RENFE y para nuestro infortunio, las cosas son muy diferentes, la Dirección de RENFE se niega en rotundo a negociar argumentando cuestiones ministeriales, aún siendo las dos empresas dependientes del mismo Ministerio de Fomento y observándose los mismos controles presupuestarios.

Tampoco en RENFE se contempla el aumento necesario de plantilla para que se puedan realizar los servicios públicos que la ciudadanía nos reclama. Esto es un asunto fundamental y absolutamente necesario para poder abordar con las suficientes garantías en el empleo y en las condiciones de trabajo la liberalización que nos han impuesto en los próximos años.

No contentos con esto, la Dirección de RENFE va a más, no solo negándose a la negociación, que dicho sea de paso, es excluyente pues siempre se negocia con los mismos socios, sino que además y para mayor escarnio del personal, se impone una jornada en donde se dan los días 24 y 31 de Diciembre al personal que no esté a Gráficos y se reducen 17´a tod@s l@s trabajadores/as. Esto, además de éticamente vergonzoso y ser un insulto a la inteligencia de tod@s, es manifiestamente irregular.

APOYA LAS HUELGAS, SOLO ASÍ CONSEGUIREMOS NUESTRO DERECHO A LA REDUCCIÓN DE JORNADA DE FORMA SIMILAR A LA DE NUESTR@S COMPAÑER@S EN ADIF Y EXPRESA TU DISCONFORMIDAD ANTE LAS IMPOSICIONES.

POR EL EMPLEO Y TU FUTURO, MOVILÍZATE CON CGT
";COM 73. 29.07.19 RENFE. APOYA LA HUELGA.pdf;;HuelgaA3.jpg;29/07/2019 00:00;29/07/2019 00:00
386;124;0;1;1;74.19;2;;06/08/2019;CGT PIDE LA INTERVENCIÓN DEL  MINISTRO DE FOMENTO.;;"Tras la pasada jornada de huelga y una vez que la Dirección del Grupo Renfe mantiene su inmovilismo, CGT ha solicitado una reunión con el actual ministro de Fomento José Ábalos, para intentar desbloquear la vigente conflictividad.

En la actualidad, Renfe ostenta un desequilibrio de plantilla más que preocupante en los colectivos de comercial y fabricación y mantenimiento. Dos servicios parcialmente externalizados desde hace décadas y que las actuales políticas empresariales siguen estrangulando aún más, dando como resultados: mantenimiento insuficiente que da lugar a la repetición continuada de las averías, trenes sin personal de comercial, externalización de la venta de billetes en las estaciones, etc.

Para CGT resulta incomprensible que los motivos que promovieron la pasada huelga, que se mantienen para los tres siguientes paros y que derivan del incumplimiento de la Ley de Presupuestos Generales del Estado, no sean asumidos ni por el legislador ni por los actuales responsables políticos ni por la Dirección de la empresa y tal vez, por algún sindicato que considera secundaria la conciliación familiar y laboral.

Para desbloquear esta situación de conflictividad que resulta perjudicial para todas las partes, nuestro secretario General se ha dirigido al actual Ministro de Fomento para que intervenga y así poder avanzar en el desbloqueo del tenso ambiente actual.  CGT sigue apostando por la negociación, por el aumento de la plantilla, por la conciliación familiar y laboral a través de una aplicación correcta de la reducción de la jornada.

Somos conscientes del enfado de una buena parte de la plantilla que ve como el abandono en las contrataciones de nuevos compañer@s durante décadas ha desembocado en el empeoramiento de la prestación en los servicios que ofrecemos a la ciudadanía y sobre todo, la injusticia que ha supuesto aplicar de manera unilateral por parte de la empresa, una reducción insultante de la jornada.

Renfe necesita que su tasa de reposición se eleve al 108% máximo que permite la Ley de Presupuestos Generales del Estado, e incluso, adelantar tasas de reposición de años venideros; son cientos de nuevos empleos que, además de mejorar las condiciones actuales de la falta de plantilla, nos situarán en una posición fuerte de cara a la próxima privatización del transporte de viajeros por ferrocarril.

CGT espera una respuesta positiva por parte del ministerio pero de no producirse, los siguientes paros seguirán adelante. Confiamos en que el gran apoyo que obtuvieron los anteriores por parte de la plantilla, vuelvan a repetirse. Es la única forma de conseguir el derecho que nos están negando.
";COM 74. 06.08.19 RENFE. CGT SOLICITA LA INTERVENCION DEL MINISTRO.pdf;;COM 74. 06.08.19 RENFE. CGT SOLICITA LA INTERVENCION DEL MINISTRO_Pagina 2.png;06/08/2019 00:00;06/08/2019 00:00
387;63;0;1;1;75.19;2;;03/09/2019;LA DIRECCIÓN DE RENFE REPRIME  EL DERECHO A HUELGA Y PRESUME DE ELLO.;;"La actual dirección de Renfe no deja de sorprendernos al publicar en la Intranet del Grupo una noticia con “sus datos” sobre el seguimiento de los paros parciales promovidos por CGT. Llama la atención esta sobrevenida transparencia informativa de quienes se niegan en redondo a publicar sus salarios, incumpliendo las recomendaciones de la Agencia de Transparencia y Buen Gobierno, a petición de CGT. Dirección también, que de forma constante oculta toda información que pudiera ser molesta para sus intereses y que dificulta la acción sindical, suponiendo además un perjuicio directo para los trabajadores y trabajadoras de la empresa. Por no hablar, de lo que acuerda con quienes todo lo firman y después lo modifica (sin publicarlo, claro) para otorgar favoritismos a quienes deben favores inconfesables, con lesión a terceros con más derecho. 

No es labor de este sindicato dotar de honestidad y dignidad a terceros; tampoco, de indicar como se deben desarrollar los mecanismos negociadores que, en teoría, deben estar marcados por la buena fe. Pero sí lo es, el de recordarle a cierta parte de la dirección, que en los paros que ahora analiza de forma torticera, ha dado cartas de Servicios Mínimos (SS.MM.) al 100% de los colectivos de conducción e intervención, y a más de un 95% al resto de la plantilla. Solo les ha faltado entregarla a l@s que estaban de vacaciones, aunque a este paso no lo descartamos para próximas convocatorias.

Los motivos de los paros eran claros, y así lo han reconocido la inmensa mayoría de usuarios que se vieron afectados por los paros parciales, la propia Dirección de puertas para adentro y el mismísimo Ministro de Fomento en públicas declaraciones a los medios de comunicación. 

De mala praxis, es verter informaciones interesadas para contrarrestar las acciones e informaciones de la parte que se piensa contraria. Buena práctica, es el cumplimiento de los principios de veracidad y exactitud de las informaciones junto al de responsabilidad, y que a su vez, todos ellos generan credibilidad. De lo primero ya hemos sido testigos, seguiremos esperando lo segundo.

Dicho esto, de forma paralela y atendiendo a los principios de imparcialidad y veracidad, los motivos que promovieron los paros siguen aún presentes: cientos de trenes circulan sin interventores o supervisores, se siguen suprimiendo otros por falta de maquinistas, las estaciones se cierran o externalizan sus servicios por falta de operadores comerciales, las averías en los trenes se mantienen por falta de operarios en Fabricación y Mantenimiento, se deben miles de descansos y licencias a los compañeros y compañeras, se retrasan los concursos de movilidad, la reducción de jornada sigue esperando… Y todo, gracias a la gestión de quienes durante décadas han estado y están al frente de esta empresa.

CGT mantiene su posicionamiento inicial de buena fe y la necesidad de negociación para cambiar la actual situación, si nada cambia, continuará la presión.
";COM 75. 03.09.19 RENFE. La direccion de Renfe reprime el derecho a huelga.pdf;;;03/09/2019 00:00;03/09/2019 00:00
388;21;0;1;1;76.19;2;;09/09/2019;CGT RECLAMA LA INTERVENCIÓN DEL  MINISTRO DE FOMENTO.;;"Sabemos que las huelgas son el fruto directo del atasco en la negociación, acciones que perjudican a todas las partes, pero especialmente a los usuari@s del ferrocarril y a l@s trabajadores/as. También, que la firma de un convenio por la mayoría sindical es un condicionante necesario para los firmantes a la hora de desplegar derechos pendientes de desarrollo, y más, cuando la parte empresarial elige el inmovilismo como postura principal. Escollos que debieran verse superados por el principio de “buena fe” negociadora, que desde CGT entendemos, no se está dando por varias razones fácilmente identificables: un ministerio de Fomento ausente, la casi nula acción sindical conjunta por la parálisis meditada del Comité General de Empresa y una Dirección trabajando en intereses ajenos al de l@s trabajadores/as, entre otras. 

Una vez finalizados los periodos de paros parciales en el Grupo Renfe, que la Dirección de la empresa no se ha movido un ápice de su postura, que la reducción de la jornada sigue siendo una tomadura de pelo, que los problemas derivados de la falta de personal continúan... Desde CGT nos hemos vuelto a dirigir al Ministro de Fomento para que intervenga en el actual conflicto y se dé inicio a un nuevo periodo negociador que ponga fin a la grave problemática que ahora mismo nos envuelve. Porque si la Dirección continúa con su silencio y el ministerio mira para otro lado, CGT y a pesar del boicot al Derecho Fundamental de Huelga, no dejará de pelear por lo que honestamente consideramos justo. 

Como en ocasiones anteriores, se va a someter a la opinión de la afiliación los nuevos pasos a dar en esta situación de bloqueo por parte de la Dirección que resulta irrespirable para much@s compañer@s y de difícil comprensión cuando lo que se está demandando es posible gracias a la legislación en este país y sus presupuestos generales del Estado.

Compañer@s, os animamos a no dejar caer estas reivindicaciones que traen aparejadas derechos que la ley nos otorga y el irresponsable de turno se niega a aplicar. 

¡Muévete, apoya a l@s compañer@s de CGT
y lo que reivindicamos, vendrá !
";COM 76. 09.09.19 RENFE. CGT apela de nuevo al ministro.pdf;;;09/09/2019 00:00;09/09/2019 00:00
389;57;0;1;1;77.19;1;;10/09/2019;SI LA NEGOCIACIÓN COLECTIVA DE ADIF  SIGUE EN VÍA MUERTA LA MOVILIZACIÓN SERA INEVITABLE;;"La CGT siempre se ha destacado, entre otras cuestiones, por la responsabilidad, la coherencia, el compromiso, la honestidad, la independencia, la movilización, la paciencia… Ésta es precisamente la que ha rebosado, cuando la empresa incumple sistemáticamente el desarrollo de los acuerdos del II Convenio Colectivo de Adif- Adif AV,  haciéndolo además, con descaro y poca responsabilidad. 

Antes del 1 de junio debería estar presentado un PLAN DE EMPLEO, que dadas las circunstancias actuales es de vital importancia para garantizar la viabilidad y el funcionamiento de la empresa a muy corto plazo. En cambio, seguimos con tasas de reposición verdaderamente ridículas por insuficientes.

Continúan pendientes temas también importantísimos como:

Ordenación Profesional, Plan de desvinculaciones, Adecuación y desarrollo de carencias en el ámbito de los aspectos sociales y conciliación (Cuidados de familiares, vacaciones, atenciones médicas y escolares, guarderías, horarios flexibles, etc.), Norma de Movilidad Voluntaria por Concurso  transparente, justa y eficaz; Desconexión digital; Ordenación y coordinación normativa. En materia de Salud Laboral y Prevención (tratamiento de la afectación de los reconocimientos médicos y tiempo de descanso previo a los mismos, maternidad, plan de drogodependencia, etc.), Reducción de Jornada pendiente de 2018 y un largo etcétera que de no ser revertido hará inviable la empresa en un breve espacio de tiempo.

Son demasiados e importantes los temas pendientes del Convenio sobre los que solamente detectamos desidia, falta de compromiso y nula intención para abordarlos por parte de la Dirección.  Si a todo lo anterior sumamos diferentes planes de “viabilidad”, pretendidos con tintes perversos para algunos colectivos (Infraestructura y Circulación), que tampoco han sido expuestos al CGE y la insistente pretensión de licitar o externalizar cargas de trabajo en diferentes áreas de actividad; se convierte en un insulto a la profesionalidad de todos l@s trabajadores/as y un despropósito empresarial que acarreará gravísimas consecuencias en el futuro de la empresa y el de toda su plantilla.

Esta realidad conllevará que la CGT, si la empresa no cambia el rumbo, activará la movilización durante el próximo otoño por inacción de los verdaderos responsables de esta situación, que no son otros, que los responsables de la empresa y el Ministerio. 


CGT, HONESTIDAD, TRANSPARENCIA Y LUCHA
";COM 77. 10.09.19 ADIF. ATASCO DE LA NEGOCIACION COLECTIVA.pdf;;;10/09/2019 00:00;10/09/2019 00:00
390;14;0;1;1;78.19;1;;13/09/2019;PRIVATIZACIONES EN INFRAESTRUCTURA SOLO HAY UNA OPCIÓN... ¡¡¡ INGRESOS YA!!!;;"En el día de hoy se ha mantenido reunión con la Empresa motivada por la preocupación manifestada por CGT, por la no paralización de las licitaciones en curso en el área de Mantenimiento.

Como era de esperar, la postura de la empresa no  es otra que la de mostrar su imposibilidad para detener estas licitaciones, argumentando que son necesarias por la acuciante falta de personal que imposibilita el mantenimiento de los estándares de calidad y seguridad de las instalaciones de seguridad. A esto añaden que entienden que no vulneran ninguno de los puntos del acuerdo del día 21 de mayo, por cuanto sostienen que  es continuación de la licitación que está en vigor desde el año 2015.

CGT viene reclamando desde hace mucho tiempo que la falta de personal en este colectivo iba a traer consigo la imposibilidad de realizar las operaciones encomendadas de los trabajos de mantenimiento preventivo y correctivo por parte del personal de Adif. Los hechos son tozudos y una vez más dando la razón a CGT, en esta reunión, ha quedado patente el reconocimiento por parte de la empresa de la gravísima falta de personal en este colectivo que compromete la propia estabilidad de la empresa en este ámbito. Además, estiman que se necesitarían para el normal desarrollo de la operatividad tecnológica de mantenimiento, alrededor de 3.500 trabajadores/as.

Por supuesto, para CGT hay una clara vulneración de los acuerdos alcanzados en la reunión anterior en sus puntos 1 y 2, por cuanto con estas actuaciones se está muy lejos de recuperar cargas de trabajo (punto 1) y además, no se ha dado traslado al CGE de la información y negociación sobre este tema antes de llevarlo a cabo (punto 2).

Pretenden dar respuesta a nuestras demandas a través de un nuevo Modelo de Mantenimiento de la Infraestructura y que se han comprometido presentar el 1 de octubre de este año. Las respuestas que CGT quiere en esta negociación solo tienen un camino y son la paralización de la privatizaciones y el INGRESO URGENTE EN MENOS DE UN AÑO, de todas las necesidades de personal reconocidas en la propia reunión. Lo demás, no servirá para desactivar la conflictividad en el colectivo de Infraestructura que desde CGT vamos a poner en marcha de forma inminente.

CGT, HONESTIDAD, TRANSPARENCIA Y LUCHA
";COM 78. 12.09.19 ADIF. PRIVATIZACIONES DE LA INFRAESTRUCTURA.pdf;;;13/09/2019 00:00;13/09/2019 00:00
391;12;0;1;1;79.19;1;;13/09/2019;ADIF DEBE MÁS DE 700€ A L@S RELEVISTAS POR PAGOS INCORRECTOS DE LA CLAVE 401.;;"Hemos comprobado como Adif ha dejado de pagar estas cantidades a l@s trabajadores/as ingresad@s con contrato de relevo en el 2018. Nos estamos refiriendo a más de 700 euros que se han querido “ahorrar” por la cara, efectuando un cálculo incorrecto de las cantidades a abonar por la clave 401 que corresponde al “Plus de Productividad” durante los meses de abril y septiembre.

Tenemos y existe jurisdicción favorable al respecto, además de un acuerdo con Adif para el abono de las reclamaciones que se hicieron en su día por los descuentos realizados en esta clave por bajas, reducción de jornada, etc., a l@s trabajadores/as afectad@s. 

Debemos aclarar, que  este “es un complemento salarial por resultados, cuyo devengo repercute en todo  el colectivo, dado que  mediante los esfuerzos mancomunados de tod@s l@s trabajadores/as de la empresa, independientemente de la jornada realizada. Entendíamos y así se corroboró por las otras partes, que si se alcanzan los objetivos marcados a priori, éstos deberán repartirse igualitariamente entre tod@s l@s trabajadores/as, sin que pueda ser exigible ningún tipo de distinción en función de tiempo de trabajo o de los resultados concretos”.

El procedimiento a seguir es el de la reclamación de haberes por falta de abono por conducto reglamentario ante el jefe inmediato o la oficina administrativa correspondiente. Una vez realizada la misma, habrá que ver cuál es la respuesta que dé  Adif personalizada a cada trabajador/a. Mucho nos tememos que no tendrán intención de dar una respuesta favorable a la misma y esperarán a que este tema se vea en los tribunales.

En CGT nos ponemos a disposición de tod@s l@s trabajadores/as afectad@s, afiliados o no, para ayudarles a hacer las reclamaciones de haberes correspondientes, dado que hay que hacer los cálculos adecuados de los importes exactos a reclamar.

CGT tiene muy claro el derecho al cobro de este concepto integro desde el día que se produce el ingreso en la empresa, por lo que en caso de que por vía interna administrativa, la reclamación no sea atendida, los servicios jurídicos de CGT estarán disponibles para la interposición de las correspondientes papeletas de conciliación y posterior demanda judicial.


CGT, HONESTIDAD, TRANSPARENCIA Y LUCHA
";COM 79. 13.09.19 ADIF. PAGO INCORRECTO CLAVE 401.pdf;;;13/09/2019 00:00;13/09/2019 00:00
392;33;0;1;1;80.19;2;;16/09/2019;INTERVENCIÓN:  NO CUENTAN CON NOSOTR@S;;"El cumplimiento de los objetivos empresariales de cara a la liberalización del transporte de viajeros a partir del 14 de diciembre del año que viene traerá consecuencias muy negativas para el colectivo de intervención. Una realidad tozuda a la que no podemos dar la espalda y que desde el colectivo debemos abordar de manera seria y decisiva. 

La liberalización del transporte de viajeros traerá consigo la necesidad del abaratamiento del precio de los billetes y de los costes imputados. Rebaja que no saldrá de los salarios de directores (que aumentan) y demás personal directivo, pero sí de las condiciones laborales de l@s interventores/as y supervisores/as. También, del resto del personal operativo que verá como las actuales condiciones laborales se irán por el retrete, y de acuerdo al Plan Estratégico que demanda la “adecuación de las condiciones laborales a la nueva realidad”.

Es sabido que miles de trenes de Media Distancia circulaban año tras año sin personal de intervención, que muchas composiciones en doble en trenes AVE-LD solamente iban y van acompañadas de un supervisor o un interventor, y por último, que muchos trenes de Larga Distancia carecen de interventor/a, dejando a los viajeros en manos del personal de Servicios a Bordo, que carece de la mínima formación para desarrollar labores ajenas a la restauración. Una situación que venimos denunciando año tras año y que viene promovida por la laxitud de los responsables del ministerio, de la Dirección y de aquell@s que les bailan el agua.

En la licitación en marcha para la prestación de los servicios a bordo para los siguientes años, se incluyen algunas “perlas” para la reflexión del colectivo y  que se acompañan de las labores que el personal de servicios a bordo de la empresa que se haga con la licitación puede llevar a cabo y de la que hacemos un extracto:

 “.- Si Renfe Viajeros lo indicara expresamente, realizará funciones en tierra, en los controles de acceso, orientación a los clientes, atención, información, etc.

.- La tripulación, si fuese necesario, realizará el control de los localizadores y de todos los títulos de transporte (generalmente en trenes nocturnos), según las distintas formas de comercialización (soporte ATB, Internet, billete en el móvil, etc.) y, en todos los casos, según determine Renfe Viajeros. Asimismo, en caso necesario y cuando Renfe Viajeros facilite los medios oportunos, podrá realizar mejoras de clase con el consiguiente cobro de la diferencia de precio.

.- La tripulación de a bordo podrá tener entre sus cometidos la comunicación al personal de Renfe Viajeros, Adif, empresas ferroviarias y gestores de infraestructura correspondiente, en cualquier estación del recorrido del tren, de la finalización de las operaciones comerciales de subida y bajada de viajeros, así como de la finalización de cualquier otra operación de carácter comercial necesaria para la presentación de los servicios ofertados, siempre y cuando Renfe Viajeros así lo determine.

.- La tripulación podrá informar de las incidencias que se produzcan en los trenes al Centro de Coordinación de Operaciones, TAV, Centros de Gestión o cualquier otro departamento, en ausencia del personal designado al efecto.

.- Control de billetes. La tripulación realizará, si así fuese requerido por Renfe Viajeros, el control de los billetes físicos y localizadores de la venta realizada a través de Internet, teléfono móvil o cualquier tipo de canal.”

CGT como sindicato y el grueso de su afiliación no comparte este tipo de acciones que van a suponer una nueva “agresión” a todo el colectivo. Mostrándonos contrarios frontalmente con la Dirección que ha elaborado este pliego de condiciones y los representantes de UGT y CC.OO. que en el seno del Consejo de Administración han dado su visto bueno (ver firmas del acta). 

En ocasiones anteriores las distintas “agresiones” al colectivo se han ido suavizando a través de la negociación y la empatía de una buena parte del colectivo al que se le ha pedido un esfuerzo que supuso, entre otras muchas, la pérdida de poder adquisitivo y una clara diferenciación con la aplicación de varios Marcos Reguladores que ahora la empresa aplica a su conveniencia de manera sistemática. 

Para los compañeros y compañeras de intervención de CGT, el futuro que se aventura apunta contra nuestro colectivo de manera clara. Por lo que, si no intentamos revertir las pretensiones de la Dirección de la empresa y una buena parte de la representación sindical, la próxima liberalización nos golpeará con una realidad mucho más cruda que nos conducirá a la modificación sustancial de nuestras condiciones laborales: jornada, emolumentos, funciones…

Otr@s os contarán que no debemos preocuparnos, pero los que tenemos memoria recordamos perfectamente las traiciones y abandonos de los que fuimos testigos y sufridores/as.


¡Muévete!, apoya a l@s compañer@s de CGT, 
somos tu única salida.
";COM 80 16.09.19 RENFE. Intervencion, no cuentan con nosotros.pdf;;;16/09/2019 00:00;16/09/2019 00:00
